1	1330000	广西	南宁	电信CDMA卡	0771	530000
3	1330002	重庆	重庆	电信CDMA卡	023	400000
4	1330003	重庆	重庆	电信CDMA卡	023	400000
11	1330010	北京	北京	电信CDMA卡	010	100000
12	1330011	北京	北京	电信CDMA卡	010	100000
19	1330018	上海	上海	电信CDMA卡	021	200000
20	1330019	上海	上海	电信CDMA卡	021	200000
34	1330033	天津	天津	电信CDMA卡	022	300000
35	1330034	天津	天津	电信CDMA卡	022	300000
51	1330050	上海	上海	上海电信CDMA卡	021	200000
52	1330051	上海	上海	上海电信CDMA卡	021	200000
53	1330052	上海	上海	上海电信CDMA卡	021	200000
54	1330053	上海	上海	上海电信CDMA卡	021	200000
55	1330054	上海	上海	上海电信CDMA卡	021	200000
64	1330063	上海	上海	上海电信CDMA卡	021	200000
65	1330064	上海	上海	上海电信CDMA卡	021	200000
67	1330066	上海	上海	上海电信CDMA卡	021	200000
81	1330080	上海	上海	上海电信CDMA卡	021	200000
82	1330081	上海	上海	上海电信CDMA卡	021	200000
83	1330082	上海	上海	上海电信CDMA卡	021	200000
84	1330083	上海	上海	上海电信CDMA卡	021	200000
85	1330084	上海	上海	上海电信CDMA卡	021	200000
86	1330085	上海	上海	上海电信CDMA卡	021	200000
87	1330086	上海	上海	上海电信CDMA卡	021	200000
88	1330087	上海	上海	上海电信CDMA卡	021	200000
89	1330088	上海	上海	上海电信CDMA卡	021	200000
90	1330089	上海	上海	上海电信CDMA卡	021	200000
99	1330098	上海	上海	上海电信CDMA卡	021	200000
101	1330100	北京	北京	电信CDMA卡	010	100000
102	1330101	北京	北京	电信CDMA卡	010	100000
103	1330102	北京	北京	电信CDMA卡	010	100000
104	1330103	北京	北京	电信CDMA卡	010	100000
105	1330104	北京	北京	电信CDMA卡	010	100000
106	1330105	北京	北京	电信CDMA卡	010	100000
107	1330106	北京	北京	电信CDMA卡	010	100000
108	1330107	北京	北京	电信CDMA卡	010	100000
109	1330108	北京	北京	电信CDMA卡	010	100000
110	1330109	北京	北京	电信CDMA卡	010	100000
111	1330110	北京	北京	电信CDMA卡	010	100000
112	1330111	北京	北京	电信CDMA卡	010	100000
113	1330112	北京	北京	电信CDMA卡	010	100000
114	1330113	北京	北京	电信CDMA卡	010	100000
115	1330114	北京	北京	电信CDMA卡	010	100000
116	1330115	北京	北京	电信CDMA卡	010	100000
117	1330116	北京	北京	电信CDMA卡	010	100000
118	1330117	北京	北京	电信CDMA卡	010	100000
119	1330118	北京	北京	电信CDMA卡	010	100000
120	1330119	北京	北京	电信CDMA卡	010	100000
121	1330120	北京	北京	电信CDMA卡	010	100000
122	1330121	北京	北京	电信CDMA卡	010	100000
123	1330122	北京	北京	电信CDMA卡	010	100000
124	1330123	北京	北京	电信CDMA卡	010	100000
125	1330124	北京	北京	电信CDMA卡	010	100000
126	1330125	北京	北京	电信CDMA卡	010	100000
127	1330126	北京	北京	电信CDMA卡	010	100000
128	1330127	北京	北京	电信CDMA卡	010	100000
129	1330128	北京	北京	电信CDMA卡	010	100000
130	1330129	北京	北京	电信CDMA卡	010	100000
131	1330130	北京	北京	电信CDMA卡	010	100000
132	1330131	北京	北京	电信CDMA卡	010	100000
133	1330132	北京	北京	电信CDMA卡	010	100000
134	1330133	北京	北京	电信CDMA卡	010	100000
135	1330134	北京	北京	电信CDMA卡	010	100000
136	1330135	北京	北京	电信CDMA卡	010	100000
137	1330136	北京	北京	电信CDMA卡	010	100000
138	1330137	北京	北京	电信CDMA卡	010	100000
139	1330138	北京	北京	电信CDMA卡	010	100000
140	1330139	北京	北京	电信CDMA卡	010	100000
141	1330140	江苏	淮安	电信CDMA卡	0517	223001
142	1330141	江苏	盐城	电信CDMA卡	0515	224000
143	1330142	江苏	泰州	电信CDMA卡	0523	225300
144	1330143	江苏	泰州	电信CDMA卡	0523	225300
145	1330144	江苏	扬州	电信CDMA卡	0514	225000
146	1330145	江苏	扬州	电信CDMA卡	0514	225000
147	1330146	江苏	南通	电信CDMA卡	0513	226000
148	1330147	江苏	南通	电信CDMA卡	0513	226000
149	1330148	江苏	南通	电信CDMA卡	0513	226000
150	1330149	江苏	常州	电信CDMA卡	0519	213000
151	1330150	江苏	常州	电信CDMA卡	0519	213000
152	1330151	江苏	无锡	电信CDMA卡	0510	214000
153	1330152	江苏	无锡	电信CDMA卡	0510	214000
154	1330153	江苏	无锡	电信CDMA卡	0510	214000
155	1330154	江苏	苏州	电信CDMA卡	0512	215000
156	1330155	江苏	苏州	电信CDMA卡	0512	215000
157	1330156	江苏	苏州	电信CDMA卡	0512	215000
158	1330157	江苏	苏州	电信CDMA卡	0512	215000
159	1330158	江苏	南京	电信CDMA卡	025	210000
160	1330159	江苏	南京	电信CDMA卡	025	210000
161	1330160	上海	上海	电信CDMA卡	021	200000
162	1330161	上海	上海	电信CDMA卡	021	200000
163	1330162	上海	上海	电信CDMA卡	021	200000
164	1330163	上海	上海	电信CDMA卡	021	200000
165	1330164	上海	上海	电信CDMA卡	021	200000
166	1330165	上海	上海	电信CDMA卡	021	200000
167	1330166	上海	上海	电信CDMA卡	021	200000
168	1330167	上海	上海	电信CDMA卡	021	200000
169	1330168	上海	上海	电信CDMA卡	021	200000
170	1330169	上海	上海	电信CDMA卡	021	200000
171	1330170	上海	上海	电信CDMA卡	021	200000
172	1330171	上海	上海	电信CDMA卡	021	200000
173	1330172	上海	上海	电信CDMA卡	021	200000
174	1330173	上海	上海	电信CDMA卡	021	200000
175	1330174	上海	上海	电信CDMA卡	021	200000
176	1330175	上海	上海	电信CDMA卡	021	200000
177	1330176	上海	上海	电信CDMA卡	021	200000
178	1330177	上海	上海	电信CDMA卡	021	200000
179	1330178	上海	上海	电信CDMA卡	021	200000
180	1330179	上海	上海	电信CDMA卡	021	200000
181	1330180	上海	上海	电信CDMA卡	021	200000
182	1330181	上海	上海	电信CDMA卡	021	200000
183	1330182	上海	上海	电信CDMA卡	021	200000
184	1330183	上海	上海	电信CDMA卡	021	200000
185	1330184	上海	上海	电信CDMA卡	021	200000
186	1330185	上海	上海	电信CDMA卡	021	200000
187	1330186	上海	上海	电信CDMA卡	021	200000
188	1330187	上海	上海	电信CDMA卡	021	200000
189	1330188	上海	上海	电信CDMA卡	021	200000
190	1330189	上海	上海	电信CDMA卡	021	200000
191	1330190	上海	上海	电信CDMA卡	021	200000
192	1330191	上海	上海	电信CDMA卡	021	200000
193	1330192	上海	上海	电信CDMA卡	021	200000
194	1330193	上海	上海	电信CDMA卡	021	200000
195	1330194	上海	上海	电信CDMA卡	021	200000
196	1330195	上海	上海	电信CDMA卡	021	200000
197	1330196	上海	上海	电信CDMA卡	021	200000
198	1330197	上海	上海	电信CDMA卡	021	200000
199	1330198	上海	上海	电信CDMA卡	021	200000
200	1330199	上海	上海	电信CDMA卡	021	200000
201	1330200	天津	天津	电信CDMA卡	022	300000
202	1330201	天津	天津	电信CDMA卡	022	300000
203	1330202	天津	天津	电信CDMA卡	022	300000
204	1330203	天津	天津	电信CDMA卡	022	300000
205	1330204	天津	天津	电信CDMA卡	022	300000
206	1330205	天津	天津	电信CDMA卡	022	300000
207	1330206	天津	天津	电信CDMA卡	022	300000
208	1330207	天津	天津	电信CDMA卡	022	300000
209	1330208	天津	天津	电信CDMA卡	022	300000
210	1330209	天津	天津	电信CDMA卡	022	300000
211	1330210	天津	天津	电信CDMA卡	022	300000
212	1330211	天津	天津	电信CDMA卡	022	300000
213	1330212	天津	天津	电信CDMA卡	022	300000
214	1330213	天津	天津	电信CDMA卡	022	300000
215	1330214	天津	天津	电信CDMA卡	022	300000
216	1330215	天津	天津	电信CDMA卡	022	300000
217	1330216	天津	天津	电信CDMA卡	022	300000
218	1330217	天津	天津	电信CDMA卡	022	300000
219	1330218	天津	天津	电信CDMA卡	022	300000
220	1330219	天津	天津	电信CDMA卡	022	300000
221	1330220	广东	广州	电信CDMA卡	020	510000
222	1330221	广东	广州	电信CDMA卡	020	510000
223	1330222	广东	广州	电信CDMA卡	020	510000
224	1330223	广东	广州	电信CDMA卡	020	510000
225	1330224	广东	广州	电信CDMA卡	020	510000
226	1330225	广东	广州	电信CDMA卡	020	510000
227	1330226	广东	广州	电信CDMA卡	020	510000
228	1330227	广东	广州	电信CDMA卡	020	510000
229	1330228	广东	广州	电信CDMA卡	020	510000
230	1330229	广东	广州	电信CDMA卡	020	510000
231	1330230	广东	广州	电信CDMA卡	020	510000
232	1330231	广东	深圳	电信CDMA卡	0755	518000
233	1330232	广东	广州	电信CDMA卡	020	510000
234	1330233	广东	广州	电信CDMA卡	020	510000
235	1330234	广东	韶关	电信CDMA卡	0751	512000
236	1330235	广东	清远	电信CDMA卡	0763	511500
237	1330236	广东	肇庆	电信CDMA卡	0758	526000
238	1330237	广东	云浮	电信CDMA卡	0766	527300
239	1330238	广东	广州	电信CDMA卡	020	510000
240	1330239	广东	广州	电信CDMA卡	020	510000
241	1330240	广东	广州	电信CDMA卡	020	510000
242	1330241	广东	佛山	电信CDMA卡	0757	528000
243	1330242	广东	佛山	电信CDMA卡	0757	528000
244	1330243	广东	深圳	电信CDMA卡	0755	518000
245	1330244	广东	深圳	电信CDMA卡	0755	518000
246	1330245	广东	深圳	电信CDMA卡	0755	518000
247	1330246	广东	深圳	电信CDMA卡	0755	518000
248	1330247	广东	深圳	电信CDMA卡	0755	518000
249	1330248	广东	深圳	电信CDMA卡	0755	518000
250	1330249	广东	广州	电信CDMA卡	020	510000
251	1330250	广东	湛江	电信CDMA卡	0759	524000
252	1330251	广东	茂名	电信CDMA卡	0668	525000
253	1330252	广东	阳江	电信CDMA卡	0662	529500
254	1330253	广东	珠海	电信CDMA卡	0756	519000
255	1330254	广东	茂名	电信CDMA卡	0668	525000
256	1330255	广东	江门	电信CDMA卡	0750	529000
257	1330256	广东	佛山	电信CDMA卡	0757	528000
258	1330257	广东	湛江	电信CDMA卡	0759	524000
259	1330258	广东	江门	电信CDMA卡	0750	529000
260	1330259	广东	中山	电信CDMA卡	0760	528400
261	1330260	广东	东莞	电信CDMA卡	0769	523000
262	1330261	广东	东莞	电信CDMA卡	0769	523000
263	1330262	广东	惠州	电信CDMA卡	0752	516000
264	1330263	广东	河源	电信CDMA卡	0762	517000
265	1330264	广东	东莞	电信CDMA卡	0769	523000
266	1330265	广东	惠州	电信CDMA卡	0752	516000
267	1330266	广东	惠州	电信CDMA卡	0752	516000
268	1330267	广东	汕尾	电信CDMA卡	0660	516600
269	1330268	广东	汕尾	电信CDMA卡	0660	516600
270	1330269	广东	东莞	电信CDMA卡	0769	523000
271	1330270	广东	汕头	电信CDMA卡	0754	515000
272	1330271	广东	汕头	电信CDMA卡	0754	515000
273	1330272	广东	汕头	电信CDMA卡	0754	515000
274	1330273	广东	汕头	电信CDMA卡	0754	515000
275	1330274	广东	汕头	电信CDMA卡	0754	515000
276	1330275	广东	揭阳	电信CDMA卡	0663	522000
277	1330276	广东	揭阳	电信CDMA卡	0663	522000
278	1330277	广东	汕头	电信CDMA卡	0754	515000
279	1330278	广东	梅州	电信CDMA卡	0753	514000
280	1330279	广东	潮州	电信CDMA卡	0768	521000
282	1330281	广东	佛山	电信CDMA卡	0757	528000
283	1330282	广东	中山	电信CDMA卡	0760	528400
284	1330283	广东	佛山	电信CDMA卡	0757	528000
285	1330284	广东	佛山	电信CDMA卡	0757	528000
286	1330285	广东	佛山	电信CDMA卡	0757	528000
287	1330286	广东	珠海	电信CDMA卡	0756	519000
288	1330287	广东	珠海	电信CDMA卡	0756	519000
289	1330288	广东	江门	电信CDMA卡	0750	529000
290	1330289	广东	佛山	电信CDMA卡	0757	528000
291	1330290	广东	深圳	电信CDMA卡	0755	518000
292	1330291	广东	深圳	电信CDMA卡	0755	518000
293	1330292	广东	深圳	电信CDMA卡	0755	518000
294	1330293	广东	深圳	电信CDMA卡	0755	518000
295	1330294	广东	深圳	电信CDMA卡	0755	518000
296	1330295	广东	深圳	电信CDMA卡	0755	518000
297	1330296	广东	深圳	电信CDMA卡	0755	518000
298	1330297	广东	深圳	电信CDMA卡	0755	518000
299	1330298	广东	深圳	电信CDMA卡	0755	518000
300	1330299	广东	深圳	电信CDMA卡	0755	518000
301	1330300	河北	邯郸	电信CDMA卡	0310	056000
302	1330301	河北	石家庄	电信CDMA卡	0311	050000
303	1330302	河北	保定	电信CDMA卡	0312	071000
304	1330303	河北	石家庄	电信CDMA卡	0311	050000
305	1330304	河北	石家庄	电信CDMA卡	0311	050000
307	1330306	河北	沧州	电信CDMA卡	0317	061000
308	1330307	河北	沧州	电信CDMA卡	0317	061000
309	1330308	河北	邯郸	电信CDMA卡	0310	056000
310	1330309	河北	邢台	电信CDMA卡	0319	054000
311	1330310	河北	邯郸	电信CDMA卡	0310	056000
312	1330311	河北	石家庄	电信CDMA卡	0311	050000
313	1330312	河北	保定	电信CDMA卡	0312	071000
314	1330313	河北	张家口	电信CDMA卡	0313	075000
315	1330314	河北	承德	电信CDMA卡	0314	067000
316	1330315	河北	唐山	电信CDMA卡	0315	063000
317	1330316	河北	廊坊	电信CDMA卡	0316	065000
318	1330317	河北	沧州	电信CDMA卡	0317	061000
319	1330318	河北	衡水	电信CDMA卡	0318	053000
320	1330319	河北	邢台	电信CDMA卡	0319	054000
321	1330320	河北	邯郸	电信CDMA卡	0310	056000
322	1330321	河北	石家庄	电信CDMA卡	0311	050000
323	1330322	河北	保定	电信CDMA卡	0312	071000
324	1330323	河北	石家庄	电信CDMA卡	0311	050000
325	1330324	河北	唐山	电信CDMA卡	0315	063000
326	1330325	河北	唐山	电信CDMA卡	0315	063000
327	1330326	河北	保定	电信CDMA卡	0312	071000
328	1330327	河北	秦皇岛	电信CDMA卡	0335	066000
329	1330328	河北	秦皇岛	电信CDMA卡	0335	066000
330	1330329	河北	石家庄	电信CDMA卡	0311	050000
331	1330330	河北	邯郸	电信CDMA卡	0310	056000
332	1330331	河北	石家庄	电信CDMA卡	0311	050000
333	1330332	河北	保定	电信CDMA卡	0312	071000
334	1330333	河北	张家口	电信CDMA卡	0313	075000
335	1330334	河北	唐山	电信CDMA卡	0315	063000
336	1330335	河北	秦皇岛	电信CDMA卡	0335	066000
337	1330336	河北	廊坊	电信CDMA卡	0316	065000
338	1330337	河北	沧州	电信CDMA卡	0317	061000
339	1330338	河北	衡水	电信CDMA卡	0318	053000
340	1330339	河北	邢台	电信CDMA卡	0319	054000
341	1330340	山西	太原	电信CDMA卡	0351	030000
342	1330341	山西	太原	电信CDMA卡	0351	030000
343	1330342	山西	大同	电信CDMA卡	0352	037000
344	1330343	山西	太原	电信CDMA卡	0351	030000
345	1330344	山西	晋中	电信CDMA卡	0354	030600
346	1330345	山西	长治	电信CDMA卡	0355	046000
347	1330346	山西	太原	电信CDMA卡	0351	030000
348	1330347	山西	临汾	电信CDMA卡	0357	041000
349	1330348	山西	运城	电信CDMA卡	0359	044000
350	1330349	山西	朔州	电信CDMA卡	0349	036000
351	1330350	山西	忻州	电信CDMA卡	0350	034000
352	1330351	山西	太原	电信CDMA卡	0351	030000
353	1330352	山西	大同	电信CDMA卡	0352	037000
354	1330353	山西	阳泉	电信CDMA卡	0353	045000
355	1330354	山西	晋中	电信CDMA卡	0354	030600
356	1330355	山西	长治	电信CDMA卡	0355	046000
357	1330356	山西	晋城	电信CDMA卡	0356	048000
358	1330357	山西	临汾	电信CDMA卡	0357	041000
359	1330358	山西	吕梁	电信CDMA卡	0358	033000
360	1330359	山西	运城	电信CDMA卡	0359	044000
361	1330360	黑龙江	哈尔滨	电信CDMA卡	0451	150000
362	1330361	黑龙江	哈尔滨	电信CDMA卡	0451	150000
363	1330362	黑龙江	齐齐哈尔	电信CDMA卡	0452	161000
364	1330363	黑龙江	牡丹江	电信CDMA卡	0453	157000
365	1330364	黑龙江	哈尔滨	电信CDMA卡	0451	150000
366	1330365	黑龙江	哈尔滨	电信CDMA卡	0451	150000
367	1330366	黑龙江	哈尔滨	电信CDMA卡	0451	150000
368	1330367	黑龙江	鸡西	电信CDMA卡	0467	158100
369	1330368	黑龙江	佳木斯	电信CDMA卡	0454	154000
370	1330369	黑龙江	大庆	电信CDMA卡	0459	163000
371	1330370	河南	商丘	电信CDMA卡	0370	476000
372	1330371	河南	郑州	电信CDMA卡	0371	450000
373	1330372	河南	安阳	电信CDMA卡	0372	455000
374	1330373	河南	新乡	电信CDMA卡	0373	453000
375	1330374	河南	许昌	电信CDMA卡	0374	461000
376	1330375	河南	平顶山	电信CDMA卡	0375	467000
377	1330376	河南	信阳	电信CDMA卡	0376	464000
378	1330377	河南	南阳	电信CDMA卡	0377	473000
379	1330378	河南	开封	电信CDMA卡	0371	475000
380	1330379	河南	洛阳	电信CDMA卡	0379	471000
381	1330380	河南	新乡	电信CDMA卡	0373	453000
382	1330381	河南	郑州	电信CDMA卡	0371	450000
383	1330382	河南	郑州	电信CDMA卡	0371	450000
384	1330383	河南	郑州	电信CDMA卡	0371	450000
385	1330384	河南	郑州	电信CDMA卡	0371	450000
386	1330385	河南	郑州	电信CDMA卡	0371	450000
387	1330386	河南	郑州	电信CDMA卡	0371	450000
388	1330387	河南	周口	电信CDMA卡	0394	466000
389	1330388	河南	洛阳	电信CDMA卡	0379	471000
390	1330389	河南	焦作	电信CDMA卡	0391	454100
391	1330390	河南	平顶山	电信CDMA卡	0375	467000
392	1330391	河南	焦作	电信CDMA卡	0391	454100
393	1330392	河南	鹤壁	电信CDMA卡	0392	458000
394	1330393	河南	濮阳	电信CDMA卡	0393	457000
395	1330394	河南	周口	电信CDMA卡	0394	466000
396	1330395	河南	漯河	电信CDMA卡	0395	462000
397	1330396	河南	驻马店	电信CDMA卡	0396	463000
398	1330397	河南	信阳	电信CDMA卡	0376	464000
399	1330398	河南	三门峡	电信CDMA卡	0398	472000
400	1330399	河南	许昌	电信CDMA卡	0374	461000
401	1330400	辽宁	沈阳	电信CDMA卡	024	110000
402	1330401	辽宁	沈阳	电信CDMA卡	024	110000
403	1330402	辽宁	沈阳	电信CDMA卡	024	110000
404	1330403	辽宁	沈阳	电信CDMA卡	024	110000
405	1330404	辽宁	沈阳	电信CDMA卡	024	110000
406	1330405	辽宁	沈阳	电信CDMA卡	024	110000
407	1330406	辽宁	锦州	电信CDMA卡	0416	121000
408	1330407	辽宁	营口	电信CDMA卡	0417	115000
409	1330408	辽宁	大连	电信CDMA卡	0411	116000
410	1330409	辽宁	大连	电信CDMA卡	0411	116000
411	1330410	辽宁	铁岭	电信CDMA卡	024	112600
412	1330411	辽宁	大连	电信CDMA卡	0411	116000
413	1330412	辽宁	鞍山	电信CDMA卡	0412	114000
414	1330413	辽宁	抚顺	电信CDMA卡	024	113000
415	1330414	辽宁	本溪	电信CDMA卡	0414	117000
416	1330415	辽宁	丹东	电信CDMA卡	0415	118000
417	1330416	辽宁	锦州	电信CDMA卡	0416	121000
418	1330417	辽宁	营口	电信CDMA卡	0417	115000
419	1330418	辽宁	阜新	电信CDMA卡	0418	123000
420	1330419	辽宁	辽阳	电信CDMA卡	0419	111000
421	1330420	辽宁	鞍山	电信CDMA卡	0412	114000
422	1330421	辽宁	朝阳	电信CDMA卡	0421	122000
423	1330422	辽宁	鞍山	电信CDMA卡	0412	114000
424	1330423	辽宁	抚顺	电信CDMA卡	024	113000
425	1330424	辽宁	本溪	电信CDMA卡	0414	117000
426	1330425	辽宁	丹东	电信CDMA卡	0415	118000
427	1330426	辽宁	大连	电信CDMA卡	0411	116000
428	1330427	辽宁	盘锦	电信CDMA卡	0427	124000
429	1330428	辽宁	大连	电信CDMA卡	0411	116000
430	1330429	辽宁	葫芦岛	电信CDMA卡	0429	125000
431	1330430	吉林	长春	电信CDMA卡	0431	130000
432	1330431	吉林	长春	电信CDMA卡	0431	130000
433	1330432	吉林	长春	电信CDMA卡	0431	130000
434	1330433	吉林	长春	电信CDMA卡	0431	130000
435	1330434	吉林	四平	电信CDMA卡	0434	136000
436	1330435	吉林	四平	电信CDMA卡	0434	136000
437	1330436	吉林	白城	电信CDMA卡	0436	137000
438	1330437	吉林	辽源	电信CDMA卡	0437	136200
439	1330438	吉林	松原	电信CDMA卡	0438	138000
440	1330439	吉林	长春	电信CDMA卡	0431	130000
441	1330440	吉林	吉林	电信CDMA卡	0432	132000
442	1330441	吉林	吉林	电信CDMA卡	0432	132000
443	1330442	吉林	吉林	电信CDMA卡	0432	132000
444	1330443	吉林	延吉	电信CDMA卡	0433	133000
445	1330444	吉林	吉林	电信CDMA卡	0432	132000
446	1330445	吉林	通化	电信CDMA卡	0435	134000
447	1330446	吉林	延吉	电信CDMA卡	0433	133000
448	1330447	吉林	延吉	电信CDMA卡	0433	133000
449	1330448	吉林	延吉	电信CDMA卡	0433	133000
450	1330449	吉林	白山	电信CDMA卡	0439	134300
451	1330450	黑龙江	哈尔滨	电信CDMA卡	0451	150000
452	1330451	黑龙江	哈尔滨	电信CDMA卡	0451	150000
453	1330452	黑龙江	齐齐哈尔	电信CDMA卡	0452	161000
454	1330453	黑龙江	牡丹江	电信CDMA卡	0453	157000
455	1330454	黑龙江	佳木斯	电信CDMA卡	0454	154000
456	1330455	黑龙江	绥化	电信CDMA卡	0455	152000
457	1330456	黑龙江	黑河	电信CDMA卡	0456	164300
458	1330457	黑龙江	大兴安岭	电信CDMA卡	0457	165000
459	1330458	黑龙江	伊春	电信CDMA卡	0458	153000
460	1330459	黑龙江	大庆	电信CDMA卡	0459	163000
461	1330460	黑龙江	哈尔滨	电信CDMA卡	0451	150000
462	1330461	黑龙江	哈尔滨	电信CDMA卡	0451	150000
463	1330462	黑龙江	齐齐哈尔	电信CDMA卡	0452	161000
464	1330463	黑龙江	哈尔滨	电信CDMA卡	0451	150000
465	1330464	黑龙江	哈尔滨	电信CDMA卡	0451	150000
466	1330465	黑龙江	哈尔滨	电信CDMA卡	0451	150000
467	1330466	黑龙江	哈尔滨	电信CDMA卡	0451	150000
468	1330467	黑龙江	七台河	电信CDMA卡	0464	154600
469	1330468	黑龙江	鹤岗	电信CDMA卡	0468	154100
470	1330469	黑龙江	大庆	电信CDMA卡	0459	163000
471	1330470	内蒙古	呼伦贝尔市	电信CDMA卡	0470	021000
472	1330471	内蒙古	呼和浩特	电信CDMA卡	0471	010000
473	1330472	内蒙古	包头	电信CDMA卡	0472	014000
474	1330473	内蒙古	乌海	电信CDMA卡	0473	016000
475	1330474	内蒙古	乌兰浩特	电信CDMA卡	0482	137400
476	1330475	内蒙古	通辽	电信CDMA卡	0475	028000
477	1330476	内蒙古	赤峰	电信CDMA卡	0476	024000
478	1330477	内蒙古	鄂尔多斯	电信CDMA卡	0477	017000
479	1330478	内蒙古	巴彦淖尔	电信CDMA卡	0478	015000
480	1330479	内蒙古	锡林浩特	电信CDMA卡	0479	026000
481	1330480	黑龙江	哈尔滨	电信CDMA卡	0451	150000
482	1330481	黑龙江	哈尔滨	电信CDMA卡	0451	150000
483	1330482	黑龙江	齐齐哈尔	电信CDMA卡	0452	161000
484	1330483	黑龙江	牡丹江	电信CDMA卡	0453	157000
485	1330484	黑龙江	哈尔滨	电信CDMA卡	0451	150000
486	1330485	黑龙江	绥化	电信CDMA卡	0455	152000
487	1330486	黑龙江	大庆	电信CDMA卡	0459	163000
488	1330487	黑龙江	鸡西	电信CDMA卡	0467	158100
489	1330488	黑龙江	双鸭山	电信CDMA卡	0469	155100
490	1330489	黑龙江	大庆	电信CDMA卡	0459	163000
491	1330490	辽宁	铁岭	电信CDMA卡	024	112600
492	1330491	辽宁	朝阳	电信CDMA卡	0421	122000
493	1330492	辽宁	鞍山	电信CDMA卡	0412	114000
494	1330493	辽宁	抚顺	电信CDMA卡	024	113000
495	1330494	辽宁	本溪	电信CDMA卡	0414	117000
496	1330495	辽宁	丹东	电信CDMA卡	0415	118000
497	1330496	辽宁	锦州	电信CDMA卡	0416	121000
498	1330497	辽宁	营口	电信CDMA卡	0417	115000
499	1330498	辽宁	阜新	电信CDMA卡	0418	123000
500	1330499	辽宁	辽阳	电信CDMA卡	0419	111000
501	1330500	福建	福州	电信CDMA卡	0591	350000
502	1330501	福建	福州	电信CDMA卡	0591	350000
503	1330502	福建	福州	电信CDMA卡	0591	350000
504	1330503	福建	宁德	电信CDMA卡	0593	352000
505	1330504	福建	莆田	电信CDMA卡	0594	351100
506	1330505	福建	泉州	电信CDMA卡	0595	362000
507	1330506	福建	泉州	电信CDMA卡	0595	362000
508	1330507	福建	泉州	电信CDMA卡	0595	362000
510	1330509	福建	南平	电信CDMA卡	0599	353000
511	1330510	江苏	盐城	电信CDMA卡	0515	224000
512	1330511	江苏	盐城	电信CDMA卡	0515	224000
513	1330512	江苏	连云港	电信CDMA卡	0518	222000
514	1330513	江苏	连云港	电信CDMA卡	0518	222000
515	1330514	江苏	南京	电信CDMA卡	025	210000
516	1330515	江苏	南京	电信CDMA卡	025	210000
517	1330516	江苏	南京	电信CDMA卡	025	210000
518	1330517	江苏	南京	电信CDMA卡	025	210000
519	1330518	江苏	南京	电信CDMA卡	025	210000
520	1330519	江苏	南京	电信CDMA卡	025	210000
521	1330520	江苏	徐州	电信CDMA卡	0516	221000
522	1330521	江苏	徐州	电信CDMA卡	0516	221000
523	1330522	江苏	徐州	电信CDMA卡	0516	221000
524	1330523	江苏	淮安	电信CDMA卡	0517	223001
525	1330524	江苏	宿迁	电信CDMA卡	0527	223800
526	1330525	江苏	扬州	电信CDMA卡	0514	225000
527	1330526	江苏	泰州	电信CDMA卡	0523	225300
528	1330527	江苏	扬州	电信CDMA卡	0514	225000
529	1330528	江苏	镇江	电信CDMA卡	0511	212000
530	1330529	江苏	镇江	电信CDMA卡	0511	212000
531	1330530	山东	菏泽	电信CDMA卡	0530	274000
532	1330531	山东	济南	电信CDMA卡	0531	250000
533	1330532	山东	青岛	电信CDMA卡	0532	266000
534	1330533	山东	淄博	电信CDMA卡	0533	255000
535	1330534	山东	德州	电信CDMA卡	0534	253000
536	1330535	山东	烟台	电信CDMA卡	0535	264000
537	1330536	山东	潍坊	电信CDMA卡	0536	261000
538	1330537	山东	济宁	电信CDMA卡	0537	272000
539	1330538	山东	泰安	电信CDMA卡	0538	271000
540	1330539	山东	临沂	电信CDMA卡	0539	276000
541	1330540	山东	菏泽	电信CDMA卡	0530	274000
542	1330541	山东	济南	电信CDMA卡	0531	250000
543	1330542	山东	青岛	电信CDMA卡	0532	266000
544	1330543	山东	滨州	电信CDMA卡	0543	256600
545	1330544	山东	德州	电信CDMA卡	0534	253000
546	1330545	山东	烟台	电信CDMA卡	0535	264000
547	1330546	山东	东营	电信CDMA卡	0546	257000
548	1330547	山东	济宁	电信CDMA卡	0537	272000
549	1330548	山东	泰安	电信CDMA卡	0538	271000
550	1330549	山东	临沂	电信CDMA卡	0539	276000
551	1330550	安徽	滁州	电信CDMA卡	0550	239000
552	1330551	安徽	合肥	电信CDMA卡	0551	230000
553	1330552	安徽	蚌埠	电信CDMA卡	0552	233000
554	1330553	安徽	芜湖	电信CDMA卡	0553	241100
555	1330554	安徽	淮南	电信CDMA卡	0554	232000
556	1330555	安徽	马鞍山	电信CDMA卡	0555	243000
557	1330556	安徽	安庆	电信CDMA卡	0556	246000
558	1330557	安徽	宿州	电信CDMA卡	0557	234000
559	1330558	安徽	阜阳	电信CDMA卡	0558	236000
560	1330559	安徽	黄山	电信CDMA卡	0559	242700
561	1330560	安徽	合肥	电信CDMA卡	0551	230000
562	1330561	安徽	淮北	电信CDMA卡	0561	235000
563	1330562	安徽	铜陵	电信CDMA卡	0562	244000
564	1330563	安徽	宣城	电信CDMA卡	0563	242000
565	1330564	安徽	六安	电信CDMA卡	0564	237000
566	1330565	安徽	巢湖	电信CDMA卡	0565	238000
567	1330566	安徽	池州	电信CDMA卡	0566	247100
568	1330567	安徽	宿州	电信CDMA卡	0557	234000
569	1330568	安徽	阜阳	电信CDMA卡	0558	236000
